"Q1. (John Robinson, Farewell Address to the Pilgrims, 1620 — colonists are a 'body politic' with officers 'to be chosen by you') What is the author's point of view about the role of government in the Plymouth Colony? (1) Separate leaders for church and state should be elected (2) People have the right to rebel against the government (3) The power to govern belongs to the people (4) Rulers must be given absolute authority to govern","(3) The power to govern belongs to the people — Robinson says leaders are 'to be chosen by you into office of government,' meaning self-government by consent of the governed."
"Q2. Which document most closely reflects the ideas about government expressed by John Robinson in this address? (1) Mayflower Compact (2) Maryland Toleration Act (3) Stamp Act (4) Townshend Acts","(1) Mayflower Compact — the Pilgrims' 1620 agreement to form a self-governing 'civil body politic' and obey laws made for the common good."
"Q3. (Centinel No. 5, Fall 1787 — warns that the 'necessary and proper' clause lets Congress override state laws) This passage was written during the (1) debate over the adoption of the Articles of Confederation (2) ratification of the United States Constitution (3) nullification crisis in Virginia and Kentucky (4) controversy over the War of 1812","(2) ratification of the United States Constitution — Centinel was an Anti-Federalist essay written in fall 1787 during the ratification debate."
"Q4. Which claim about the proposed United States Constitution is being made by the author of this passage (Centinel No. 5)? (1) The new Constitution gave the states enough power to avoid tyranny (2) The elastic clause would give too much power to Congress (3) The system of federalism is best for the new nation (4) The two-party system would lead to rebellion in the future","(2) The elastic (necessary and proper) clause would give too much power to Congress — a classic Anti-Federalist fear that Congress could 'controul and abrogate' state laws."
"Q5. (President Andrew Jackson, Message to Congress on Indian Removal, 1830) Which statement best describes the claims made by Jackson in this passage? (1) The U.S. government must obey past treaties made with Native Americans (2) White settlers must work harder to get along with Native Americans (3) Native Americans had agreed to assimilate into American society (4) The relocation of Native Americans will assist both them and white settlers","(4) The relocation of Native Americans will assist both them and white settlers — Jackson claims removal will free Mississippi/Alabama for whites while supposedly 'protecting' and 'civilizing' Native Americans."
"Q6. What was one result of President Jackson's message to Congress on Indian Removal? (1) Trail of Tears (2) annexation of Texas (3) Dred Scott decision (4) Grange Movement","(1) Trail of Tears — the Indian Removal Act (1830) led to the forced relocation of the Cherokee and other nations west of the Mississippi; thousands died on the journey."
"Q7. (Homestead Certificate for Daniel Freeman, 1868 — 160 acres under the Homestead Act of 1862) This certificate supports a national commitment to what policy? (1) Monroe Doctrine (2) isolationism (3) Manifest Destiny (4) détente","(3) Manifest Destiny — the Homestead Act gave 160 acres of free public land to settlers, encouraging westward expansion across the continent."
"Q8. What area of the United States was most affected by the program described in this document (Homestead Act)? (1) the Southwest deserts (2) the Great Plains (3) the Hudson Valley (4) the Pacific Northwest","(2) the Great Plains — most homestead claims were on the open grasslands of the Plains states (e.g., Nebraska, Kansas, the Dakotas)."
"Q9. (Plessy v. Ferguson, 1896 — 'enforced separation of the races' does not violate the 14th Amendment) Which phrase is most closely associated with the ideas expressed in this excerpt? (1) 'separate but equal' (2) 'clear and present danger' (3) 'all men are created equal' (4) 'necessary and proper'","(1) 'separate but equal' — Plessy v. Ferguson (1896) ruled that racial segregation was constitutional if facilities were equal."
"Q10. What was an effect of the Supreme Court's decision in Plessy v. Ferguson? (1) The Freedmen's Bureau was established (2) The Underground Railroad was formed (3) The practice of segregation was reinforced (4) Voting rights were enhanced by grandfather clauses","(3) The practice of segregation was reinforced — the ruling gave legal backing to Jim Crow segregation laws until Brown v. Board of Education (1954) overturned it."
"Q11. (Jacob Riis photograph, How the Other Half Lives, 1890 — crowded tenement lodgers) The purpose of this photograph was to (1) raise public awareness for conditions in the tenements (2) support unrestricted immigration (3) expose the unsafe working conditions in factories (4) promote the use of child labor","(1) raise public awareness for conditions in the tenements — Riis was a muckraker who used photography to expose urban poverty and overcrowded slum housing."
"Q12. Individuals who were influenced by the work of Jacob Riis would most likely agree that (1) federal income taxes should be eliminated (2) monopolistic business practices should be encouraged (3) labor unions should be banned (4) social and economic reforms should be addressed by the government","(4) social and economic reforms should be addressed by the government — Riis inspired Progressive Era reforms such as tenement housing laws."
"Q13. (Photos of the USS Maine before and after its 1898 destruction) Photographs such as these were often published to (1) increase newspaper sales (2) discourage investigative journalists (3) support restrictions on the freedom of the press (4) pressure reporters to reveal their sources","(1) increase newspaper sales — yellow journalism (Hearst and Pulitzer) sensationalized the Maine explosion to sell papers."
"Q14. What was one outcome of the destruction of the USS Maine? (1) Spanish officials responsible were put on trial (2) Spain strengthened its control over Cuba (3) Public support for a declaration of war against Spain increased (4) Spain paid to rebuild the ship and compensate the victims","(3) Public support for a declaration of war against Spain increased — 'Remember the Maine!' helped push the U.S. into the Spanish-American War (1898)."
"Q15. (Theodore Roosevelt, First Annual Message to Congress, 1901 — the nation should supervise and regulate trusts doing interstate business) Which constitutional provision supports TR's view regarding large corporations? (1) reserved powers of the states (2) presidential veto (3) eminent domain (4) congressional power to regulate interstate commerce","(4) congressional power to regulate interstate commerce — the Commerce Clause justified federal regulation of corporations operating across state lines."
"Q16. Which United States economic policy did President Roosevelt's message challenge? (1) mercantilism (2) laissez-faire (3) protectionism (4) supply-side","(2) laissez-faire — TR rejected the hands-off approach by calling for federal supervision and regulation of trusts."
"Q17. (Woodrow Wilson, Joint Address to Congress, 1917) In this address, why does Wilson conclude that neutrality is no longer a practical United States policy? (1) The German government has invaded U.S. territory (2) United States ships and citizens are being attacked by German submarines (3) The Allies have committed several acts of war (4) Germany broke a series of peace treaties","(2) United States ships and citizens are being attacked by German submarines — Germany's unrestricted submarine warfare made armed neutrality 'impracticable.'"
"Q18. How did Congress respond to President Wilson's 1917 address? (1) They sent negotiators to meet with representatives (2) They voted to declare war against Germany (3) They placed an embargo on all goods shipped to and from Germany (4) They asked the League of Nations to stop Germany's use of submarine warfare","(2) They voted to declare war against Germany — Congress declared war in April 1917, bringing the U.S. into World War I."
"Q19. (Social Security Board poster, 1936 — 'Join the march to old age security') The purpose of this 1936 poster was to encourage Americans to (1) sign up for government jobs (2) receive low-cost medical insurance (3) enroll in a national retirement system (4) exercise their right to vote in national elections","(3) enroll in a national retirement system — the poster urged workers to apply for Social Security account numbers under the Social Security Act (1935), a New Deal program."
"Q20. (Justice Robert H. Jackson, Opening Statement, Nuremberg Trials, 1945) The purpose of the Nuremberg Trials was to (1) force Germany to pay war reparations (2) punish Germany for the blitzkrieg military campaign through Europe (3) warn the German people about the Nazi party (4) hold German leaders accountable for crimes against humanity","(4) hold German leaders accountable for crimes against humanity — Nazi leaders were tried for war crimes including the Holocaust, establishing that individuals are responsible under international law."
"Q21. (Map: 'The Tide of Communism,' Europe 1946 — Soviet Union and Soviet-dominated Eastern Europe) What was the United States response to the situation shown on this map? (1) providing financial aid to Western European nations (2) immediate military action against the Soviet Union (3) a call for the United Nations to send forces to Eastern Europe (4) withdrawal of financial support for NATO","(1) providing financial aid to Western European nations — the Marshall Plan (1948) and Truman Doctrine aimed to contain the spread of communism."
"Q22. (Joseph McCarthy's Wheeling speech claiming 205 communists in the State Department, 1950 + Margaret Chase Smith's Declaration of Conscience defending the right to criticize, protest, and hold unpopular beliefs, 1950) A historian would find these excerpts useful for studying the (1) impact of the Red Scare on civil liberties (2) opposition to New Deal reforms (3) debates over international affairs (4) concerns over executive cabinet appointments","(1) impact of the Red Scare on civil liberties — McCarthy's accusations vs. Smith's defense of basic American freedoms illustrate the McCarthyism debate."
"Q23. (Herblock cartoon, 'Tsk Tsk—Somebody Should Do Something About That,' Washington Post, 1956 — fire chief watches 'Civil Rights Crisis' burn) This cartoonist is criticizing President Eisenhower for failing to (1) provide government support for public housing (2) promote equality for African Americans (3) address natural disasters in the South (4) enforce strict public safety measures","(2) promote equality for African Americans — Herblock depicts Eisenhower as a fire chief passively watching the civil rights crisis burn instead of acting."
"Q24. In 1957, President Eisenhower dealt with a civil rights crisis in Little Rock, Arkansas, by sending troops to (1) enforce a Supreme Court decision on school integration (2) protect freedom riders on interstate buses (3) arrest leaders of the Ku Klux Klan (4) stop the violence during voter registration drives","(1) enforce a Supreme Court decision on school integration — Eisenhower sent the 101st Airborne to escort the Little Rock Nine into Central High School, enforcing Brown v. Board of Education (1954)."
"Q25. (President Nixon, Address to the Nation, April 30, 1973 — aides charged in the Watergate affair) What was one outcome associated with the Watergate affair? (1) The Vietnam War continued to expand (2) Trade with China expanded rapidly (3) Support for immigration reform increased (4) President Nixon eventually resigned from the presidency","(4) President Nixon eventually resigned from the presidency — facing impeachment over the cover-up, Nixon resigned in August 1974, the only president ever to do so."
"Q26. (Jack Ohman cartoon, The Oregonian, 1992 — 'War Powers' tree with a huge muscular Executive Branch limb and a withered Legislative Branch limb on an IV) Which statement is best supported by the idea expressed in this cartoon? (1) War powers are divided equally between the branches (2) The legislative branch has refused to exercise its war powers (3) The war powers of the executive branch have expanded (4) The war powers of the executive branch are often checked by the judicial branch","(3) The war powers of the executive branch have expanded — the cartoon shows the executive branch's war powers as strong and growing while Congress's have withered."
"Q27. (Dana Summers cartoon, 2015 — Uncle Sam holding the Patriot Act with one man shouting 'PRIVACY!' and another 'SECURITY!') Which problem is represented in this cartoon? (1) Americans were confused by the wording of the new law (2) The Patriot Act did not apply to enough people (3) The Patriot Act, while keeping the nation safe, would violate the rights of individuals (4) Individuals were concerned the Patriot Act did not make the nation safe enough","(3) The Patriot Act, while keeping the nation safe, would violate the rights of individuals — the cartoon captures the privacy vs. security debate over expanded government surveillance."
"Q28. Which event most directly led to the passage of the Patriot Act? (1) Iraq's invasion of Kuwait (2) end of the Cold War (3) Soviet launching of Sputnik (4) terrorist attacks on the United States on September 11, 2001","(4) the terrorist attacks of September 11, 2001 — the Patriot Act (October 2001) expanded surveillance and law-enforcement powers to fight terrorism."
"Q29 (Part II, SEQ Set 1). Documents: graphs of rising unemployment (~2 to ~13 million) and bank failures (1929–1933) with falling income and spending + FDR's First Inaugural Address (March 4, 1933). Task: Describe the historical context AND identify and explain the relationship (Cause and Effect, Similarity/Difference, or Turning Point) between the documents.","Model answer — Context: the Great Depression. After the October 1929 stock market crash, the economy collapsed: unemployment rose to about 13 million (roughly 25%), thousands of banks failed and wiped out savings, and average income and consumer spending fell sharply, while Hoover's limited response left conditions worsening. Relationship: Cause and Effect — the economic collapse in Document 1 caused the response in Document 2. FDR's inaugural promised to put people to work and impose 'strict supervision of all banking and credits and investments,' which became the New Deal: the bank holiday and Emergency Banking Act, FDIC, SEC, CCC, and WPA (relief, recovery, reform). (Could also be framed as a Turning Point: the Depression ended laissez-faire government and began an era of federal responsibility for the economy.)"
"Q30 (Part II, SEQ Set 2). Documents: James Guthrie (Secretary of the Treasury), 'The Impact of the Erie Canal,' annual report to Congress, 1853 + map of Great Lakes shipping (iron ore, coal, grain to steel and manufacturing centers). Task: Describe the historical context of Documents 1 and 2 AND analyze how audience, purpose, bias, or point of view affects Document 1's reliability as evidence.","Model answer — Context: the Erie Canal opened in 1825, linking the Great Lakes to the Hudson River and New York City. It cut shipping costs dramatically, spurred westward settlement and the Market Revolution, made NYC the nation's leading port, gave western farmers a market for their crops, and gave the East cheap food and markets for manufactured goods — the Great Lakes shipping network in Document 2 grew from this canal-era trade. Reliability: Guthrie's audience was Congress and his purpose was an official Treasury report on the economy, so his facts about trade and growth are credible; but his point of view is strongly celebratory (the West would be 'uncultivated wilderness' without it), so his sweeping claims overstate the canal as the sole cause of growth and should be checked against other sources."
"Q31 (Civic Literacy, Doc 1 — L. Ames Brown, 'Prohibition,' North American Review, 1915). According to Brown, what is ONE historical circumstance surrounding the issue of Prohibition?","Heavy drinking was widespread in early America — per capita consumption of spirits was many times later levels, a large rum trade grew after the War of 1812, and drunkenness 'in its worst form' caused disastrous social consequences (seen in the jails and poorhouses). Prohibition grew out of the temperance crusades of the first half of the 1800s."
"Q32 (Civic Literacy, Doc 2 — Anti-Saloon League ratification map and statement, 1919). According to this poster, what is ONE historical circumstance surrounding the issue of Prohibition?","By January 31, 1919, all but four states had ratified the National Prohibition (18th) Amendment — the result of more than 25 years of organized effort by the Anti-Saloon League, which called it the greatest victory for moral reform since the Declaration of Independence and now sought strict enforcement legislation."
"Q33 (Civic Literacy, Doc 3 — Charles Rappleye, Herbert Hoover in the White House, 2016). Based on this document, what was ONE effort to address the issue of Prohibition?","President Hoover enforced Prohibition aggressively: in 1929 he signed the 'Five and Ten Law' making every liquor violation a felony, and his Justice Department increased federal enforcement — multiplying fines, padlockings, confiscations, and jailings of violators. (By 1932, public opinion had swung heavily toward repeal — the Literary Digest poll favored repeal four to one.)"
"Q34 (Civic Literacy, Doc 4 — Sarah Seidman, 'The New York Women Who Dismantled Prohibition,' 2015). According to Seidman, what was ONE effort to address Prohibition?","The Women's Organization for National Prohibition Reform (WONPR), founded in 1929 and led by Pauline Sabin, campaigned for repeal — attending meetings, giving speeches at rallies, going door-to-door to recruit supporters, using radio to spread its message, lobbying politicians, and raising funds even during the Depression. Members believed Prohibition had increased unregulated and underage drinking and distrust for the rule of law."
"Q35 (Civic Literacy, Doc 5 — Michael A. Lerner, Dry Manhattan, 2007). According to Lerner, what has been ONE impact of the efforts to address Prohibition?","Prohibition failed: despite federal law, authoritarian enforcement tactics, and millions of dollars a year, fourteen years of Prohibition neither changed Americans' drinking behavior nor eliminated the problems of alcohol abuse. Its spectacular failure revealed the limits of moral reform movements and the paternalistic, prejudiced, undemocratic ideals behind the dry crusade."
"Q36 (Civic Literacy, Doc 6 — New York Times front page, December 6, 1933). Based on this document, what is ONE impact of the efforts to address Prohibition?","Prohibition was repealed — the 21st Amendment was ratified on December 5, 1933 (Utah cast the deciding vote), ending national Prohibition. Effects shown: celebrations (with 'quiet restraint'), speakeasies closing, legal liquor returning (though scarce), and recovery of about $227 million a year in alcohol taxes."
"Q37 (Part B Civic Literacy Essay — Prohibition). Write an essay that: describes the historical circumstances surrounding Prohibition, explains at least TWO efforts by individuals/groups/governments to address it, and discusses the impact on the U.S./American society (use at least 4 documents + outside info).","Essay outline — Circumstances (Docs 1, 2): widespread heavy drinking and its social damage fueled the 1800s temperance movement (WCTU, Anti-Saloon League); Progressive Era reform energy and anti-German WWI sentiment led to the 18th Amendment (ratified 1919) and the Volstead Act. Efforts (pick 2+): (a) government enforcement — Hoover's Five and Ten Law and expanded federal prosecution (Doc 3); (b) repeal campaigns — Pauline Sabin's WONPR rallies, door-to-door recruiting, radio, and lobbying (Doc 4); (c) the Anti-Saloon League's 25-year ratification drive (Doc 2). Impact (Docs 5, 6 + outside info): Prohibition failed to change behavior; it bred speakeasies, bootlegging, and organized crime (Al Capone) and disrespect for law; the 21st Amendment (1933) repealed it — the only amendment to repeal another — restoring tax revenue during the Depression and showing the limits of legislating morality."
